ticket_id,ticket_text,category,priority,created_at,resolution_time_hours,resolved_at,cleaned_text
TKT-1907,"whole team blocked - chrome not launching at all, task manager shows it running",Software,High,2024-02-16 10:46:00,18.23,2024-02-17 04:59:48.000000000,whole team block chrome launch task manag show run
TKT-3718,"out of office message not activating despite being set correctly, urgent please",Email,Medium,2024-03-19 12:44:00,19.12,2024-03-20 07:51:12.000000000,offic messag activ despit set correctli urgent pleas
TKT-3579,"whhenever you get a chance, my desktop machine - service account password expired, Slack stopped working",Access/Login,Low,2024-03-14 11:58:00,15.0,2024-03-15 02:58:00.000000000,whhenev get chanc desktop machin servic account password expir slack stop work
TKT-1002,Zoom throws error 401 on every launch since the update,Software,High,2024-02-18 06:58:00,13.45,2024-02-18 20:25:00.000000000,zoom throw error num everi launch sinc updat
TKT-0180,"account disabled by mistake, cannot login to anything",Access/Login,Medium,2024-03-14 17:38:00,8.97,2024-03-15 02:36:12.000000000,account disabl mistak cannot login anyth
TKT-0338,whole team blocked - numpad not wworking after coffee spill on keyboard yesterday,Hardware,High,2024-03-12 14:00:00,13.6,2024-03-13 03:36:00.000000000,whole team block numpad wwork coffe spill keyboard yesterday
TKT-0929,start menu search not working after cumulative update,Software,Medium,2024-02-28 16:38:00,32.81,2024-03-01 01:26:36.000000000,start menu search work cumul updat
TKT-2797,pportable hard disk not recognised when plugged into my laptop,Hardware,Medium,2024-03-04 10:30:00,30.03,2024-03-05 16:31:48.000000000,pportabl hard disk recognis plug laptop
TKT-2828,"shared mailbox access for procurement not working after mailbox migration, tried restarting but no luck",Access/Login,Low,2024-01-27 12:57:00,25.91,2024-01-28 14:51:36.000000000,share mailbox access procur work mailbox migrat tri restart luck
TKT-1163,"i and my mnager - touch screen on surface pro not responding to input, this is blocking my work",Hardware,High,2024-03-21 12:25:00,10.84,2024-03-21 23:15:24.000000000,mnager touch screen surfac pro respond input block work
TKT-3180,"fingerprint login broken after windows update, have to type passwoord",Access/Login,Critical,2024-02-21 17:38:00,2.33,2024-02-21 19:57:48.000000000,fingerprint login broken window updat type passwoord
TKT-1657,"several users on my floor - Excel thros error 0xc000021a on every launch since the update, this is blocking my work",Software,High,2024-01-28 02:49:00,21.03,2024-01-28 23:50:48.000000000,sever user floor excel thro error 0xc000021a everi launch sinc updat block work
TKT-1452,Chrome license expired ppoup appearing every few minutes,Software,Medium,2024-03-03 15:04:00,44.14,2024-03-05 11:12:24.000000000,chrome licens expir ppoup appear everi minut
TKT-0056,"distribution list procuement not delivering to all members, tried restarting but no luck",Email,Medium,2024-03-18 09:28:00,12.39,2024-03-18 21:51:24.000000000,distribut list procuement deliv member tri restart luck
TKT-2408,"the neew joinre - dns not resolving DC01 from offiice laptops, please help asap",Network,Medium,2024-02-03 12:39:00,10.41,2024-02-03 23:03:36.000000000,neew joinr dn resolv dc01 offiic laptop pleas help asap
TKT-1687,"several users on my floor - vpn software and antivirus conflicting, one crashes the other",Software,Low,2024-02-21 10:13:00,43.54,2024-02-23 05:45:24.000000000,sever user floor vpn softwar antiviru conflict one crash
TKT-2925,vpn credentials being rejected even after password reset,Access/Login,Medium,2024-01-12 22:11:00,6.1,2024-01-13 04:17:00.000000000,vpn credenti reject even password reset
TKT-3417,"pdf files not opening with dobe, asks to associate every time",Software,Medium,2024-03-03 20:39:00,37.7,2024-03-05 10:21:00.000000000,pdf file open dobe ask associ everi time
TKT-1587,new joiner Prriya needs laptop setup and CRM access today,Access/Login,High,2024-02-06 23:31:00,1.57,2024-02-07 01:05:11.999999999,new joiner prriya need laptop setup crm access today
TKT-1304,Photoshop throws error 0x80070005 on every launch since teh update,Software,Medium,2024-01-30 11:38:00,48.67,2024-02-01 12:18:12.000000000,photoshop throw error 0x80070005 everi launch sinc teh updat
TKT-0474,"site-to-site vpn tunnel keeps dropping, production systems unreachablle, thanks in advance",Network,Low,2024-01-19 13:28:00,19.39,2024-01-20 08:51:24.000000000,site site vpn tunnel keep drop product system unreachabl thank advanc
TKT-3561,"ARCHIVE_DB storage 95 percent full, need expansion urgently, need this fixed today",Database,Medium,2024-03-11 16:13:00,63.96,2024-03-14 08:10:36.000000000,archiv db storag num percent full need expans urgent need fix today
TKT-1825,"start menu search not working after cumulative udate, kindly resolve this",Software,Low,2024-03-13 13:25:00,37.98,2024-03-15 03:23:48.000000000,start menu search work cumul udat kindli resolv
TKT-1396,critical issue - otp for two-factor auth not arriving on my registered number,Access/Login,High,2024-01-22 01:29:00,8.43,2024-01-22 09:54:48.000000000,critic issu otp two factor auth arriv regist number
TKT-3356,"laptop charger cabe fraying, worried it will sstop working, this is blocking my work",Hardware,Low,2024-02-08 10:13:00,12.21,2024-02-08 22:25:36.000000000,laptop charger cabe fray worri sstop work block work
TKT-0091,"low priority - task scheduler job failing with 0x80070005 on APPSRV-03, thanks in advance",Software,Low,2024-01-21 15:08:00,70.47,2024-01-24 13:36:12.000000000,low prioriti task schedul job fail 0x80070005 appsrv num thank advanc
TKT-2911,"right click context menu extremely slow to appear on desktop, thanks in advance",Software,Low,2024-03-11 10:32:00,44.48,2024-03-13 07:00:48.000000000,right click context menu extrem slow appear desktop thank advanc
TKT-1380,"word document not saving, losing work repeatedly",Software,Low,2024-02-14 16:35:00,97.36,2024-02-18 17:56:36.000000000,word document save lose work repeatedli
TKT-3803,"teams stuck on grey loading screen, annot join standup",Software,High,2024-02-05 05:12:00,16.48,2024-02-05 21:40:48.000000000,team stuck grey load screen annot join standup
TKT-2083,our entire team - outlook desktop and web showing different inbox contents,Email,Medium,2024-03-08 18:54:00,10.09,2024-03-09 04:59:24.000000000,entir team outlook desktop web show differ inbox content
TKT-3690,"outlook prompting for passsword every few minutes, any help appreciated",Email,Medium,2024-02-11 08:54:00,27.46,2024-02-12 12:21:36.000000000,outlook prompt passsword everi minut help appreci
TKT-0556,"excel file says corrupted and ont open, need data urgently, this is blocking my work",Software,Medium,2024-01-29 00:14:00,31.84,2024-01-30 08:04:24.000000000,excel file say corrupt ont open need data urgent block work
TKT-1068,"ram seems low, machine very slow when opening 10 tabs, please help asap",Hardware,Medium,2024-03-09 12:48:00,28.79,2024-03-10 17:35:24.000000000,ram seem low machin slow open num tab pleas help asap
TKT-2861,"all browser bookmarrks disappeared after chrome update, please help asap",Software,Medium,2024-02-13 13:12:00,20.01,2024-02-14 09:12:36.000000000,browser bookmarrk disappear chrome updat pleas help asap
TKT-2722,"need bulk access provisionig for 30 new joiners in finance team, thanks in advance",Access/Login,Low,2024-03-19 17:32:00,20.1,2024-03-20 13:38:00.000000000,need bulk access provisionig num new joiner financ team thank advanc
TKT-2987,"production is down - teams stuck on grey loading screen, cannot join standup",Software,Critical,2024-01-13 01:51:00,9.79,2024-01-13 11:38:24.000000000,product team stuck grey load screen cannot join standup
TKT-2182,"no rush but software upgrade broke integration with Confluence, urgent, urgent please",Software,Low,2024-04-03 08:52:00,59.31,2024-04-05 20:10:36.000000000,rush softwar upgrad broke integr confluenc urgent urgent pleas
TKT-1124,"colleague Priya left, please transfer their Reports folder access to me",Access/Login,Medium,2024-01-23 08:41:00,7.28,2024-01-23 15:57:48.000000000,colleagu priya left pleas transfer report folder access
TKT-2795,"i and my manager - remote desktop to DC01 fails with 0x800f0954, cannot access my work machine",Network,Medium,2024-03-24 08:21:00,18.64,2024-03-25 02:59:24.000000000,manag remot desktop dc01 fail 0x800f0954 cannot access work machin
TKT-1718,"urgent - tthe new joiner - inbox rules stopped worknig, emails landing in wrong folders, thans in advance",Email,High,2024-03-02 10:17:00,6.48,2024-03-02 16:45:48.000000000,urgent tthe new joiner inbox rule stop worknig email land wrong folder than advanc
TKT-0857,"not urgent - forgot windows passsword and machine is now locked, urgent please",Access/Login,Low,2024-03-13 03:46:00,13.73,2024-03-13 17:29:48.000000000,urgent forgot window passsword machin lock urgent pleas
TKT-2428,"outlook desktop and web showing different inbox contents, tried restarting but no luuck",Email,Medium,2024-03-10 09:03:00,12.7,2024-03-10 21:45:00.000000000,outlook desktop web show differ inbox content tri restart luuck
TKT-2744,new joiner Divya needs laptop setup and Confluence access today,Access/Login,Medium,2024-03-16 15:52:00,3.93,2024-03-16 19:47:48.000000000,new joiner divya need laptop setup confluenc access today
TKT-2142,need bulk access provisioning for 5 ew joiners in marketing team,Access/Login,Medium,2024-02-15 10:58:00,7.0,2024-02-15 17:58:00.000000000,need bulk access provis num ew joiner market team
TKT-1253,network share \\FSRV-02\Invoices is inaccessible from around 9 am today,Network,Critical,2024-01-17 10:52:00,2.18,2024-01-17 13:02:48.000000000,network share fsrv num invoic inaccess around num today
TKT-0240,"cannot access company portal from home, wroks in office, tried restarting but no luck",Access/Login,Low,2024-01-16 17:30:00,9.71,2024-01-17 03:12:36.000000000,cannot access compani portal home wrok offic tri restart luck
TKT-2056,dns not resolving APPSRV-03 from office laptops,Network,Low,2024-02-19 17:28:00,22.73,2024-02-20 16:11:48.000000000,dn resolv appsrv num offic laptop
TKT-3106,"whenever you get a chance, site-to-site vpn tunnel keeps dropping, pproduction systems unreachable",Network,Low,2024-03-08 11:28:00,18.32,2024-03-09 05:47:12.000000000,whenev get chanc site site vpn tunnel keep drop pproduct system unreach
TKT-3708,"at your convenience, need shared drive \\WEBSVR-02\Repors access for audit project",Access/Login,Low,2024-03-07 16:03:00,15.24,2024-03-08 07:17:24.000000000,conveni need share drive websvr num repor access audit project
TKT-1509,"me and two colleagues - outlook not rceiving any new emails since this morning, please escalate if needed",Email,Medium,2024-01-26 23:53:00,35.57,2024-01-28 11:27:11.999999999,two colleagu outlook rceiv new email sinc morn pleas escal need
TKT-0879,whole team blocked - all users in wing east - network share \\WEBSVR-02\Finance is inaccessible since yesterday fternoon,Network,High,2024-03-02 14:20:00,5.76,2024-03-02 20:05:36.000000000,whole team block user wing east network share websvr num financ inaccess sinc yesterday fternoon
TKT-0067,"all users in wing D - load balancer marking FSRV-02 as down, half the appplication is roken",Network,High,2024-02-26 21:06:00,5.22,2024-02-27 02:19:12.000000000,user wing load balanc mark fsrv num half appplic roken
TKT-2484,"me and two colleagues - onedrive not syncing, files stuck in pending after the windows patch",Software,Medium,2024-02-06 14:27:00,35.49,2024-02-08 01:56:24.000000000,two colleagu onedr sync file stuck pend window patch
TKT-0096,stored procedure in REPORTING_DB throwing 0x800f0954 since deployment,Database,Low,2024-03-04 13:29:00,40.36,2024-03-06 05:50:36.000000000,store procedur report db throw 0x800f0954 sinc deploy
TKT-1371,software installation failing with error timeout,Software,Low,2024-01-16 05:03:00,29.46,2024-01-17 10:30:36.000000000,softwar instal fail error timeout
TKT-1943,"production is down - everyone in the audit department - vpn disconnects automatically after 5 minutes of idle time, already raised this verbally",Network,Critical,2024-02-13 12:47:00,1.84,2024-02-13 14:37:24.000000000,product everyon audit depart vpn disconnect automat num minut idl time alreadi rais verbal
TKT-3835,"several users on my floor - desktop monitor has dead pixels in the center of screen, need this fixed today",Hardware,High,2024-02-02 15:14:00,21.27,2024-02-03 12:30:12.000000000,sever user floor desktop monitor dead pixel center screen need fix today
TKT-2725,"at your convenience, i and my manager - laptop battery drains in 100 hours even when pluggged ni, please help asap",Hardware,Low,2024-01-22 16:11:00,28.48,2024-01-23 20:39:48.000000000,conveni manag laptop batteri drain num hour even plugg ni pleas help asap
TKT-0194,"business impacted - deadlock occurring between two jobs on transactions every 30 mins, thanks in advance",Database,Critical,2024-03-22 11:20:00,21.53,2024-03-23 08:51:48.000000000,busi impact deadlock occur two job transact everi num min thank advanc
TKT-1065,"scanner in wwing B not detected after driver update, already raised this verbally",Hardware,Low,2024-02-05 13:57:00,27.82,2024-02-06 17:46:12.000000000,scanner wwing detect driver updat alreadi rais verbal
TKT-3335,start menu search not working after cumulative update,Software,Low,2024-02-09 13:11:00,55.23,2024-02-11 20:24:48.000000000,start menu search work cumul updat
TKT-0111,"dual monitor setup brroke after driver update, only one screen works, any help appreciated",Software,Medium,2024-02-17 18:17:00,42.83,2024-02-19 13:06:48.000000000,dual monitor setup brroke driver updat one screen work help appreci
TKT-1051,"whenever you get a chance, software installation failing with error 401",Software,Low,2024-03-07 12:14:00,32.86,2024-03-08 21:05:36.000000000,whenev get chanc softwar instal fail error num
TKT-3649,"my laptop - dns not resolving DC01 from office laptops, please esscalate if needed",Network,Medium,2024-01-29 17:30:00,20.74,2024-01-30 14:14:24.000000000,laptop dn resolv dc01 offic laptop pleas esscal need
TKT-2245,"no rush but i - outlook extremely slow when opening, takes 30 minutes to olad",Email,Low,2024-02-11 16:34:00,29.22,2024-02-12 21:47:12.000000000,rush outlook extrem slow open take num minut olad
TKT-0473,"at your convenience, oclleague Amit left, please transfer their Invoices folder access to me",Access/Login,Low,2024-01-17 17:29:00,10.71,2024-01-18 04:11:36.000000000,conveni oclleagu amit left pleas transfer invoic folder access
TKT-2047,"need read access to REPORTING_DB for ops reporting, manager approved",Database,Medium,2024-02-16 14:19:00,62.51,2024-02-19 04:49:36.000000000,need read access report db op report manag approv
TKT-3039,"everyone affected - all browser bookmarks disappeared afer chrome update, any help appreciated",Software,High,2024-01-23 15:27:00,12.89,2024-01-24 04:20:24.000000000,everyon affect browser bookmark disappear afer chrome updat help appreci
TKT-2090,"everyone in the finance department - getting spoofed spam from what looks like internal addresses, kindly resolve this",Email,Low,2024-02-19 02:32:00,28.94,2024-02-20 07:28:24.000000000,everyon financ depart get spoof spam look like intern address kindli resolv
TKT-0831,"at your convenience, the new joiner - zoom freezes after 50 minutes on video calls",Software,Low,2024-03-02 17:47:00,63.27,2024-03-05 09:03:12.000000000,conveni new joiner zoom freez num minut video call
TKT-2718,wireless access point in server room not broadcasting ssid,Network,High,2024-04-05 21:25:00,6.4,2024-04-06 03:49:00.000000000,wireless access point server room broadcast ssid
TKT-0798,"low priority - switch port in server room appears dead, no link light, this is blocking my ork",Network,Low,2024-01-22 14:06:00,27.5,2024-01-23 17:36:00.000000000,low prioriti switch port server room appear dead link light block ork
TKT-0276,remote users cannot reach the office fle server since the reboot,Network,Low,2024-02-12 10:10:00,21.0,2024-02-13 07:10:00.000000000,remot user cannot reach offic fle server sinc reboot
TKT-3702,"my laptop - connection ool exhausted on APPSRV--03, app returning errors",Database,Low,2024-01-29 14:57:00,50.4,2024-01-31 17:21:00.000000000,laptop connect ool exhaust appsrv num app return error
TKT-2076,"nosql cache out of sync with SALES_DB, stale data being served, please help asap",Database,Medium,2024-02-24 13:36:00,28.7,2024-02-25 18:18:00.000000000,nosql cach sync sale db stale data serv pleas help asap
TKT-0329,need read-only access to Confluence for upcoming audt by procurement team,Access/Login,High,2024-03-04 15:44:00,2.5,2024-03-04 18:14:00.000000000,need read access confluenc upcom audt procur team
TKT-1120,outlook prompting for password every few minutes,Email,Medium,2024-03-26 17:22:00,10.77,2024-03-27 04:08:12.000000000,outlook prompt password everi minut
TKT-1398,"need access to SAP for legal team, approved by manager, tried restarting but no luck",Access/Login,Medium,2024-03-30 08:39:00,7.44,2024-03-30 16:05:24.000000000,need access sap legal team approv manag tri restart luck
TKT-2521,"internet speed extremely slow in lab 3, file uploads not completing, thanks in advance",Network,Medium,2024-01-22 12:10:00,11.01,2024-01-22 23:10:36.000000000,internet speed extrem slow lab num file upload complet thank advanc
TKT-0660,new joiner Rohan needs laptop setup and CRM access today,Access/Login,Medium,2024-02-12 12:59:00,7.03,2024-02-12 20:00:48.000000000,new joiner rohan need laptop setup crm access today
TKT-2645,"whenever you get a chance, need to reset mfa, lost access to authenticator app after phone change",Access/Login,Low,2024-02-02 16:30:00,21.41,2024-02-03 13:54:36.000000000,whenev get chanc need reset mfa lost access authent app phone chang
TKT-2808,all printers offline on floor 10 after network maintenance last night,Network,Low,2024-03-12 19:35:00,8.37,2024-03-13 03:57:12.000000000,printer offlin floor num network mainten last night
TKT-2048,application cannot connect to ANALYTICS_DB from SRV-DB01 since the power cut yesterday,Database,High,2024-02-26 08:38:00,29.29,2024-02-27 13:55:23.999999999,applic cannot connect analyt db srv db01 sinc power cut yesterday
TKT-2937,"barcode scanner at reception stopped working since yesterday afternoon, please look into it",Hardware,Medium,2024-02-05 14:53:00,11.84,2024-02-06 02:43:24.000000000,barcod scanner recept stop work sinc yesterday afternoon pleas look
TKT-1761,vpn credentials being rejceted even after password reset,Access/Login,Medium,2024-02-06 09:13:00,5.0,2024-02-06 14:13:00.000000000,vpn credenti rejcet even password reset
TKT-2053,calculator and snipping tool missing after windows 11 upgrade,Software,Low,2024-02-17 12:32:00,85.85,2024-02-21 02:23:00.000000000,calcul snip tool miss window num upgrad
TKT-2572,scanner in conference room A not detected after drier update,Hardware,High,2024-02-26 17:39:00,15.5,2024-02-27 09:09:00.000000000,scanner confer room detect drier updat
TKT-0641,"whole team blocked - email attachments not downloading, just shows sppinning whel",Email,High,2024-03-13 16:41:00,4.4,2024-03-13 21:05:00.000000000,whole team block email attach download show sppin whel
TKT-2813,"indexes on audit_log fragmented, all queries running very slow, any help appreciated",Database,Low,2024-03-10 11:53:00,60.85,2024-03-13 00:44:00.000000000,index audit log fragment queri run slow help appreci
TKT-2835,"vpn not connecting since monday, error 053 keeps showing, please look into it",Network,Medium,2024-03-09 10:07:00,14.62,2024-03-10 00:44:12.000000000,vpn connect sinc monday error num keep show pleas look
TKT-1154,"privileged access request for SRV-01 for weekend maintenance, thanks in advance",Access/Login,Low,2024-01-21 17:11:00,9.59,2024-01-22 02:46:24.000000000,privileg access request srv num weekend mainten thank advanc
TKT-0385,"hdmi monitor shows no signal after sleep mode, need this fixed today",Hardware,High,2024-02-10 14:58:00,6.32,2024-02-10 21:17:12.000000000,hdmi monitor show signal sleep mode need fix today
TKT-1788,"antivirus quarantined Excel exe, need it whitelisted",Software,Medium,2024-03-09 13:52:00,19.04,2024-03-10 08:54:24.000000000,antiviru quarantin excel exe need whitelist
TKT-2745,"whenever you get a chance, i and my manager - need read-only access to ERP for upcoming audit by marketing team, thnaks in advance",Access/Login,Low,2024-02-08 17:26:00,18.04,2024-02-09 11:28:24.000000000,whenev get chanc manag need read access erp upcom audit market team thnak advanc
TKT-2621,"whole team blocked - laptop hinge is broken, screen wobbles during calls, tried restarting but no luck",Hardware,Critical,2024-03-26 11:06:00,4.56,2024-03-26 15:39:36.000000000,whole team block laptop hing broken screen wobbl call tri restart luck
TKT-0917,"audio driver missing after windows update, no sound",Software,Medium,2024-01-14 10:11:00,63.95,2024-01-17 02:08:00.000000000,audio driver miss window updat sound
TKT-1517,"mouse pointer freezing every few minutes, tried different usb port, already raised this verbally",Hardware,Medium,2024-01-16 20:34:00,18.03,2024-01-17 14:35:48.000000000,mous pointer freez everi minut tri differ usb port alreadi rais verbal
TKT-3068,urgent - emails from Sneha going to junk even after whitelist,Email,High,2024-01-23 13:26:00,9.52,2024-01-23 22:57:12.000000000,urgent email sneha go junk even whitelist
TKT-2554,"outlook keeps crashing when i open attachments since the reboot, this is blocking my work",Software,Low,2024-04-02 04:24:00,23.45,2024-04-03 03:51:00.000000000,outlook keep crash open attach sinc reboot block work
TKT-0892,"internet is completely down in server room, 80 users affected please help",Network,Medium,2024-04-02 10:58:00,9.6,2024-04-02 20:34:00.000000000,internet complet server room num user affect pleas help
TKT-2214,shared mailbox access fr HR not working after mailbox migration,Access/Login,Low,2024-02-19 23:01:00,24.44,2024-02-20 23:27:24.000000000,share mailbox access fr hr work mailbox migrat
TKT-3376,my laptop - priivileged access request for FSRV-02 for weekkend maintenance,Access/Login,Low,2024-02-14 08:36:00,9.41,2024-02-14 18:00:36.000000000,laptop priivileg access request fsrv num weekkend mainten
TKT-1316,"me and two colleagues - indexes on orders fragmented, all queries running very slow, urgent please",Database,Medium,2024-03-08 20:52:00,100.05,2024-03-13 00:55:00.000000000,two colleagu index order fragment queri run slow urgent pleas
TKT-1695,everyone in the procurement department - shared mailbox for sales not loading in outlook,Email,Medium,2024-03-08 14:47:00,9.71,2024-03-09 00:29:36.000000000,everyon procur depart share mailbox sale load outlook
TKT-1000,"nosql cache out of sync with SALES_DB, stale data being served",Database,Medium,2024-02-01 13:53:00,66.73,2024-02-04 08:36:48.000000000,nosql cach sync sale db stale data serv
TKT-1740,"whenever you get a chance, vpn client installer not working on windows 11, error 41",Network,Low,2024-03-18 08:14:00,18.82,2024-03-19 03:03:12.000000000,whenev get chanc vpn client instal work window num error num
TKT-3513,"internet speed extremely slow in conference room A, file uploads not completing",Network,Low,2024-04-05 14:09:00,14.01,2024-04-06 04:09:36.000000000,internet speed extrem slow confer room file upload complet
TKT-3607,"escallating this - indexes on orders fragmented, all queries running very slow",Database,High,2024-01-20 14:17:00,12.42,2024-01-21 02:42:12.000000000,escal index order fragment queri run slow
TKT-1772,"not urgent - i - need SRV-01 whitelisted on firewall, currently blocked, this is blocking my work",Network,Low,2024-03-17 17:32:00,18.53,2024-03-18 12:03:48.000000000,urgent need srv num whitelist firewal current block block work
TKT-1913,webcam not detected in teams and zoom on my laptop,Hardware,Critical,2024-03-28 17:50:00,7.48,2024-03-29 01:18:48.000000000,webcam detect team zoom laptop
TKT-1947,ot urgent - sso login to ERP failing with error 503,Access/Login,Low,2024-01-25 10:33:00,8.88,2024-01-25 19:25:48.000000000,ot urgent sso login erp fail error num
TKT-3992,llatency spikes to WEBSVR-02 cauing database timeouts,Network,High,2024-02-14 03:26:00,3.97,2024-02-14 07:24:12.000000000,llatenc spike websvr num cau databas timeout
TKT-1941,"email encryption certificate expired, cannot send secure emails",Email,Medium,2024-01-27 21:12:00,9.61,2024-01-28 06:48:36.000000000,email encrypt certif expir cannot send secur email
TKT-1923,my workstation - vpn disconnects automatically after 30 minutes of idle time,Network,Medium,2024-02-19 15:18:00,5.56,2024-02-19 20:51:36.000000000,workstat vpn disconnect automat num minut idl time
TKT-0706,"please help immediiately, ram seems low, machine very slow when opening 2 tabs",Hardware,High,2024-02-27 02:55:00,8.12,2024-02-27 11:02:12.000000000,pleas help immedii ram seem low machin slow open num tab
TKT-3518,"internet speed extremely slow in cafeteria, file uploads not completing",Network,Low,2024-01-22 23:22:00,17.57,2024-01-23 16:56:11.999999999,internet speed extrem slow cafeteria file upload complet
TKT-1369,production is don - front usb ports on desktop not wokring at lal,Hardware,High,2024-01-23 20:59:00,19.75,2024-01-24 16:44:00.000000000,product front usb port desktop wokr lal
TKT-2333,"cannot access cloud portal from office networkk, works on mobile data, need this fixed today",Network,High,2024-03-21 19:48:00,6.66,2024-03-22 02:27:36.000000000,cannot access cloud portal offic networkk work mobil data need fix today
TKT-2771,"please help immediately, everyone in the procurement department - locked out of my account after 2 failed attempts since this morning",Access/Login,Critical,2024-01-22 10:57:00,2.95,2024-01-22 13:54:00.000000000,pleas help immedi everyon procur depart lock account num fail attempt sinc morn
TKT-0776,"account disabled by mistake, cannot login to anything",Access/Login,Low,2024-03-24 23:36:00,13.01,2024-03-25 12:36:36.000000000,account disabl mistak cannot login anyth
TKT-1915,"whole team blocked - paper jam in floor printer in wing B, leared it but keeps happening, please help asap",Hardware,Critical,2024-01-21 11:16:00,9.66,2024-01-21 20:55:36.000000000,whole team block paper jam floor printer wing lear keep happen pleas help asap
TKT-3388,my workstation - connected to wifi but no internet access on my machine,Network,Medium,2024-04-01 16:48:00,9.82,2024-04-02 02:37:12.000000000,workstat connect wifi internet access machin
TKT-1917,emails from Divya going to junk even after whitelist,Email,Critical,2024-03-06 13:31:00,3.13,2024-03-06 16:38:48.000000000,email divya go junk even whitelist
TKT-1968,the new joiner - need temporary local admin rights to install Excel,Access/Login,Medium,2024-03-24 12:24:00,7.72,2024-03-24 20:07:12.000000000,new joiner need temporari local admin right instal excel
TKT-1576,"email recall feature not workingg, meessage already read, any help appreciated",Email,Low,2024-01-28 05:18:00,14.48,2024-01-28 19:46:48.000000000,email recal featur workingg meessag alreadi read help appreci
TKT-3646,"outlook desktop and web hsowing different inbox contents, need this fixed today",Email,Medium,2024-03-15 15:20:00,8.86,2024-03-16 00:11:36.000000000,outlook desktop web hsow differ inbox content need fix today
TKT-1569,"not urgent - front usb ports on desktop nt working at all, tried restarting but no luck",Hardware,Low,2024-02-19 15:16:00,48.2,2024-02-21 15:28:00.000000000,urgent front usb port desktop nt work tri restart luck
TKT-0895,"my desktop mchine - word document not saving, losing owrk repeatedly, please escalate if needed",Software,Medium,2024-03-15 11:17:00,31.78,2024-03-16 19:03:48.000000000,desktop mchine word document save lose owrk repeatedli pleas escal need
TKT-2646,wireless access point in conference room A not broadcasting ssid,Network,Medium,2024-03-26 14:37:00,11.27,2024-03-27 01:53:12.000000000,wireless access point confer room broadcast ssid
TKT-0487,latency spikes to SRVDB01 causing database timeouts,Network,Medium,2024-02-19 12:39:00,8.79,2024-02-19 21:26:24.000000000,latenc spike srvdb01 caus databas timeout
TKT-0927,"whenever you get a chance, sevveral users on my floor - outlook keeps crashing when i open attachments after the windows patch",Software,Low,2024-01-22 09:42:00,50.46,2024-01-24 12:09:36.000000000,whenev get chanc sevver user floor outlook keep crash open attach window patch
TKT-1774,"new employee starting monday, neeed Jira aand email access ready",Access/Login,Medium,2024-03-26 15:06:00,15.83,2024-03-27 06:55:48.000000000,new employe start monday neeed jira aand email access readi
TKT-1860,"calculator and snipping tool missing after windows 11 upgrade, need this fixed today",Software,Medium,2024-01-30 16:16:00,20.59,2024-01-31 12:51:24.000000000,calcul snip tool miss window num upgrad need fix today
TKT-2006,"whole team bloocked - me and two colleagues - shared calendar for sales team not visible to new members, this is blocking my work",Email,High,2024-03-26 17:35:00,12.53,2024-03-27 06:06:48.000000000,whole team bloock two colleagu share calendar sale team visibl new member block work
TKT-1294,"vpn software and antivirus conflicting, one rashes the other, this is blocking my work",Software,Low,2024-02-05 14:09:00,23.04,2024-02-06 13:11:24.000000000,vpn softwar antiviru conflict one rash block work
TKT-3474,"cannot access company portal from home, works in office, kindly resolve this",Access/Login,High,2024-02-13 09:01:00,4.99,2024-02-13 14:00:24.000000000,cannot access compani portal home work offic kindli resolv
TKT-2636,"please help immediately, portable hard disk not recognised when plugged into my laptop, please escalate if needed",Hardware,Critical,2024-02-14 15:50:00,9.73,2024-02-15 01:33:48.000000000,pleas help immedi portabl hard disk recognis plug laptop pleas escal need
TKT-1086,"not urgent - sql query timing out after 20 seconds on SRV-01, urgent please",Database,Low,2024-03-14 11:28:00,61.15,2024-03-17 00:37:00.000000000,urgent sql queri time num second srv num urgent pleas
TKT-1054,"several users on my floor - internet is completely down in wing B, 3 users affected please help",Network,Medium,2024-01-20 03:41:00,31.91,2024-01-21 11:35:36.000000000,sever user floor internet complet wing num user affect pleas help
TKT-0037,application cannot connect to ANALYTICS_DB from SRV-DB01 sicne yesterday afternoon,Database,Medium,2024-01-19 03:07:00,45.86,2024-01-21 00:58:36.000000000,applic cannot connect analyt db srv db01 sicn yesterday afternoon
TKT-1866,"colleague Rohan left, please transfer their Invoices folder access to me, kindly resolve this",Access/Login,Medium,2024-03-25 10:53:00,8.52,2024-03-25 19:24:12.000000000,colleagu rohan left pleas transfer invoic folder access kindli resolv
TKT-3142,business impacted - remote users cannot reach the office file server after the weekend,Network,High,2024-01-23 01:33:00,20.18,2024-01-23 21:43:48.000000000,busi impact remot user cannot reach offic file server weekend
TKT-1547,escalating this - user Sneha not able to access Invoices after folder permission change,Access/Login,High,2024-01-29 12:16:00,1.96,2024-01-29 14:13:36.000000000,escal user sneha abl access invoic folder permiss chang
TKT-1100,forgot windows password and machine is now locked,Access/Login,Low,2024-01-22 15:59:00,19.72,2024-01-23 11:42:12.000000000,forgot window password machin lock
TKT-3988,"pdf files not opening with adobe, asks to associate every time",Software,Medium,2024-02-19 03:09:00,42.93,2024-02-20 22:04:48.000000000,pdf file open adob ask associ everi time
TKT-3002,urgent - everyone in the HR department - calendar invite not appearing in other persons calendar,Email,Critical,2024-02-29 20:16:00,5.27,2024-03-01 01:32:12.000000000,urgent everyon hr depart calendar invit appear person calendar
